,Trip ID,time,summary,precipIntensity,precipProbability,temperature,apparentTemperature,windSpeed,icon
1231,c04ab0281aacfef8b85cb7b22dba54e7dd88c8ff,2013-01-20T08:00:00,Clear,0,0,14.03,3.25,7.66,clear-day
1232,b2d8421640ba26d06f027eb94127122a296a144a,2014-05-13T10:45:00,Overcast,0.0015,0.26,59.88,59.88,5.11,cloudy
1234,c3b57a6c2c9854b88ed295da2f2ebf0967d51afd,2016-12-07T09:45:00,Partly Cloudy,0,0,26.47,17.83,8.42,partly-cloudy-day
1235,bb41d3f128fcf8617d80885220dd4cec81ff0732,2013-04-26T03:30:00,Clear,0,0,39.3,39.3,1.36,clear-night
1236,bb858d70345435299c7f1f1ae3b7b3db2d03873e,2014-06-03T12:00:00,Clear,0,0,76.62,76.62,5.67,clear-day
1237,bdf276f6464053062b48d2f818d907a99cc008a4,2013-11-16T01:30:00,Partly Cloudy,0,0,43.57,40.16,5.75,partly-cloudy-night
1238,c20e4dcfd99849f3144d9245a7ee2ed4e943135a,2013-06-08T11:45:00,Partly Cloudy,0,0,72.24,72.24,1.1,partly-cloudy-day
1239,b03276d464021bf9af18a069da9f7fb814711f0c,2017-01-30T12:45:00,Mostly Cloudy,0,0,27.24,21.87,4.63,partly-cloudy-day
1240,bc3e0a36641c5a08cd9ca90a5cebe039bb5cfe31,2013-09-24T05:45:00,Clear,0,0,51.65,51.65,2,clear-night
1241,b388016a0f39e03ae48ae1cd2d73368729548fbe,2014-05-14T03:30:00,Overcast,0,0,51.93,51.93,2.19,cloudy
1242,b8500f73708082e0677d44ef02b931cdd6b698cf,2014-04-15T01:45:00,Mostly Cloudy,0,0,29.32,24.22,4.7,partly-cloudy-night
1243,bc96c0f97890a6ac3667e6837b5dfb4d8cffa10c,2016-05-14T07:00:00,Overcast,0,0,42.38,38.46,6.22,cloudy
1244,b011c582c76d970ce14b22dac3f2c0b2d8eb8b99,2014-09-11T10:45:00,Overcast,0,0,51.02,51.02,3.95,cloudy
1245,bd1d734f56c9d086fb50d431afe18f57a82bcf58,2015-09-23T07:00:00,Partly Cloudy,0,0,58.22,58.22,0.15,partly-cloudy-day
1246,b5682d58ab9a2c4ef94458080bda254979e6691d,2015-06-21T02:00:00,Mostly Cloudy,0,0,67.95,68.75,0.6,partly-cloudy-night
1247,ba4c8ea04d0d93a024e0a8a84edd0ded9a8cdaec,2014-06-09T02:45:00,Partly Cloudy,0,0,55.03,55.03,1.74,partly-cloudy-night
1248,b29645b63385db17d2dd9c8ecb19ab004d0de5e1,2013-09-11T04:00:00,Clear,0,0,78.09,78.68,3.1,clear-night
1249,ba4e8cc68056ed131c227a7834b92295d3b29ff6,2015-10-07T03:00:00,Overcast,0,0,58.67,58.67,1.03,cloudy
1250,b80abbc5724c30f1c29c87a4598a2819cfcc5069,2013-07-27T05:30:00,Mostly Cloudy,0,0,60.02,60.02,2.18,partly-cloudy-night
1251,b2912c7e9b047693cd216fb6fffdb822c949ef72,2014-09-10T08:45:00,Rain,0.1288,0.97,68.96,70.02,7.05,rain
1252,c495d9ba7737d68c707750d3b59d64445d1ff773,2014-08-29T10:30:00,Mostly Cloudy,0,0,78.74,79.9,4.41,partly-cloudy-day
1253,b97ffbd565b7355f573f4022d7509c98079e677d,2016-07-28T11:15:00,Mostly Cloudy,0,0,81.89,86.27,1.81,partly-cloudy-day
1254,b23a1db129fbc8979a1e7387ca08f82f0dfa6d76,2016-05-24T09:30:00,Clear,0,0,75.32,75.32,4.27,clear-day
1255,b6e2e8f92e3021de573f34b495e82fbfb0368102,2015-11-06T01:00:00,Drizzle,0.0056,0.67,64.69,65.03,7.06,rain
